170 64 74 32
27 84 -0.44 1100 1
27 85 0.52 1101 1
27 86 -0.48 1102 1
27 87 0.18 1103 1
27 88 0.52 1104 1
27 89 -0.0600000000000001 1105 1
27 90 0.68 1106 1
27 91 -0.18 1107 1
27 92 0.24 1108 1
27 93 0.12 1109 1
27 94 -0.76 1110 1
27 95 0.32 1111 1
27 96 -0.42 1112 1
27 97 -0.34 1113 1
27 98 0.88 1114 1
27 99 0.24 1115 1
27 100 -0.1 1116 1
27 101 0.56 1117 1
27 102 -0.36 1118 1
27 103 0.26 1119 1
28 64 -0.2 1120 1
28 65 0.66 1121 1
28 66 0.54 1122 1
28 67 0.82 1123 1
28 68 0.9 1124 1
28 69 0.38 1125 1
28 70 0.46 1126 1
28 71 0.04 1127 1
28 72 0.82 1128 1
28 73 0.44 1129 1
28 74 -0.42 1130 1
28 75 0.34 1131 1
28 76 0.94 1132 1
28 77 0.28 1133 1
28 78 -0.8 1134 1
28 79 0.28 1135 1
28 80 -0.3 1136 1
28 81 0.76 1137 1
28 82 -0.26 1138 1
28 83 -0.56 1139 1
28 84 -0.68 1140 1
28 85 0.72 1141 1
28 86 -0.94 1142 1
28 87 -0.58 1143 1
28 88 -0.36 1144 1
28 89 -0.08 1145 1
28 90 0.52 1146 1
28 91 -0.08 1147 1
28 92 0.48 1148 1
28 93 0.34 1149 1
28 94 0.72 1150 1
28 95 -0.64 1151 1
28 96 -0.86 1152 1
28 97 0.0800000000000001 1153 1
28 98 0.22 1154 1
28 99 0.04 1155 1
28 100 -0.08 1156 1
28 101 0.2 1157 1
28 102 -0.02 1158 1
28 103 0.38 1159 1
29 64 -0.74 1160 1
29 65 -0.36 1161 1
29 66 0.22 1162 1
29 67 -0.32 1163 1
29 68 0.62 1164 1
29 69 -0.98 1165 1
29 70 -0.62 1166 1
29 71 -0.76 1167 1
29 72 0.62 1168 1
29 73 -0.1 1169 1
29 74 0.34 1170 1
29 75 0.52 1171 1
29 76 -0.72 1172 1
29 77 0.2 1173 1
29 78 -0.2 1174 1
29 79 -0.2 1175 1
29 80 0.4 1176 1
29 81 -0.38 1177 1
29 82 0.78 1178 1
29 83 -0.18 1179 1
29 84 -0.32 1180 1
29 85 0.92 1181 1
29 86 0.88 1182 1
29 87 -0.26 1183 1
29 88 0.84 1184 1
29 89 0.24 1185 1
29 90 -0.68 1186 1
29 91 0.28 1187 1
29 92 -0.12 1188 1
29 93 0.38 1189 1
29 94 0.32 1190 1
29 95 0.44 1191 1
29 96 -0.58 1192 1
29 97 0.66 1193 1
29 98 0.28 1194 1
29 99 -0.94 1195 1
29 100 0.7 1196 1
29 101 -0.58 1197 1
29 102 -0.84 1198 1
29 103 0.92 1199 1
30 64 -0.14 1200 1
30 65 -0.82 1201 1
30 66 -0.14 1202 1
30 67 0.8 1203 1
30 68 -0.86 1204 1
30 69 -0.92 1205 1
30 70 0.92 1206 1
30 71 -0.52 1207 1
30 72 0.4 1208 1
30 73 -0.94 1209 1
30 74 -0.62 1210 1
30 75 -0.4 1211 1
30 76 0.9 1212 1
30 77 -0.28 1213 1
30 78 0.82 1214 1
30 79 0.44 1215 1
30 80 0.7 1216 1
30 81 -0.84 1217 1
30 82 0.94 1218 1
30 83 0.7 1219 1
30 84 -0.4 1220 1
30 85 -0.84 1221 1
30 86 -1.0 1222 1
30 87 0.12 1223 1
30 88 -0.2 1224 1
30 89 0.28 1225 1
30 90 -0.38 1226 1
30 91 -0.18 1227 1
30 92 -0.5 1228 1
30 93 0.72 1229 1
30 94 0.56 1230 1
30 95 -0.52 1231 1
30 96 -0.22 1232 1
30 97 -0.9 1233 1
30 98 -0.48 1234 1
30 99 -0.78 1235 1
30 100 -0.76 1236 1
30 101 -0.3 1237 1
30 102 -0.12 1238 1
30 103 -0.94 1239 1
31 64 0.0 1240 1
31 65 0.52 1241 1
31 66 0.98 1242 1
31 67 -0.34 1243 1
31 68 -0.5 1244 1
31 69 0.42 1245 1
31 70 0.92 1246 1
31 71 0.32 1247 1
31 72 0.22 1248 1
31 73 -0.14 1249 1
31 74 0.6 1250 1
31 75 0.98 1251 1
31 76 -0.78 1252 1
31 77 -0.86 1253 1
31 78 -0.24 1254 1
31 79 0.36 1255 1
31 80 0.64 1256 1
31 81 0.86 1257 1
31 82 0.58 1258 1
31 83 -0.94 1259 1
31 84 -0.86 1260 1
31 85 -0.08 1261 1
31 86 0.18 1262 1
31 87 0.86 1263 1
31 88 0.6 1264 1
31 89 0.68 1265 1
31 90 0.92 1266 1
31 91 0.64 1267 1
31 92 0.26 1268 1
31 93 0.5 1269 1
31 94 -0.14 1270 1
31 95 0.18 1271 1
31 96 -0.84 1272 1
31 97 0.58 1273 1
31 98 0.2 1274 1
31 99 -0.34 1275 1
31 100 -0.92 1276 1
31 101 -0.52 1277 1
31 102 0.14 1278 1
31 103 -1.0 1279 1
32 64 0.56 1280 1
32 65 0.36 1281 1
32 66 -0.54 1282 1
32 67 -0.94 1283 1
32 68 0.68 1284 1
32 69 -0.78 1285 1
32 70 -0.12 1286 1
32 71 0.58 1287 1
32 72 -0.82 1288 1
32 73 0.2 1289 1
32 74 -0.36 1290 1
32 75 0.96 1291 1
32 76 0.12 1292 1
32 77 0.16 1293 1
32 78 0.24 1294 1
32 79 0.1 1295 1
32 80 -0.16 1296 1
32 81 -0.52 1297 1
32 82 -0.18 1298 1
32 83 0.04 1299 1
32 84 -0.7 1300 1
32 85 0.1 1301 1
32 86 0.8 1302 1
32 87 0.68 1303 1
32 88 0.84 1304 1
32 89 0.92 1305 1
32 90 0.34 1306 1
32 91 -0.68 1307 1
32 92 -0.18 1308 1
32 93 0.18 1309 1
32 94 0.68 1310 1
32 95 -0.7 1311 1
32 96 0.28 1312 1
32 97 0.8 1313 1
32 98 -0.78 1314 1
32 99 -0.98 1315 1
32 100 0.04 1316 1
32 101 -0.14 1317 1
32 102 0.94 1318 1
32 103 0.12 1319 1
33 64 -0.36 1320 1
33 65 0.5 1321 1
33 66 -0.3 1322 1
33 67 0.18 1323 1
33 68 -0.32 1324 1
33 69 -0.12 1325 1
33 70 0.16 1326 1
33 71 0.0600000000000001 1327 1
33 72 -0.56 1328 1
33 73 -0.3 1329 1
33 74 -0.38 1330 1
33 75 0.48 1331 1
33 76 -0.78 1332 1
33 77 -0.96 1333 1
33 78 0.44 1334 1
33 79 0.18 1335 1
33 80 -0.26 1336 1
33 81 -0.9 1337 1
33 82 -0.68 1338 1
33 83 -0.3 1339 1
33 84 -0.44 1340 1
33 85 0.62 1341 1
33 86 0.04 1342 1
33 87 -0.54 1343 1
33 88 0.14 1344 1
33 89 0.74 1345 1
33 90 -0.3 1346 1
33 91 -0.16 1347 1
33 92 -0.72 1348 1
33 93 0.22 1349 1
33 94 -0.42 1350 1
33 95 0.0600000000000001 1351 1
33 96 0.42 1352 1
33 97 0.9 1353 1
33 98 -1.0 1354 1
33 99 0.04 1355 1
33 100 0.16 1356 1
33 101 -0.76 1357 1
33 102 0.14 1358 1
33 103 -0.12 1359 1
34 64 -0.84 1360 1
34 65 0.78 1361 1
34 66 -0.76 1362 1
34 67 -0.74 1363 1
34 68 -0.62 1364 1
34 69 -0.34 1365 1
34 70 0.1 1366 1
34 71 0.3 1367 1
34 72 -0.2 1368 1
34 73 0.16 1369 1
34 74 -0.86 1370 1
34 75 0.58 1371 1
34 76 -0.56 1372 1
34 77 -0.46 1373 1
34 78 0.82 1374 1
34 79 0.68 1375 1
34 80 0.2 1376 1
34 81 0.3 1377 1
34 82 0.04 1378 1
34 83 -0.38 1379 1
34 84 -0.72 1380 1
34 85 0.36 1381 1
34 86 0.0800000000000001 1382 1
34 87 0.8 1383 1
34 88 -0.62 1384 1
34 89 0.38 1385 1
34 90 -0.52 1386 1
34 91 -0.44 1387 1
34 92 -0.34 1388 1
34 93 0.96 1389 1
34 94 -0.62 1390 1
34 95 -0.8 1391 1
34 96 0.64 1392 1
34 97 -0.7 1393 1
34 98 -0.68 1394 1
34 99 -0.98 1395 1
34 100 -0.4 1396 1
34 101 0.76 1397 1
34 102 0.24 1398 1
34 103 -0.68 1399 1
35 64 0.44 1400 1
35 65 0.86 1401 1
35 66 0.32 1402 1
35 67 -0.96 1403 1
35 68 -0.8 1404 1
35 69 -0.34 1405 1
35 70 -0.92 1406 1
35 71 -0.8 1407 1
35 72 0.32 1408 1
35 73 -0.32 1409 1
35 74 0.46 1410 1
35 75 0.3 1411 1
35 76 0.36 1412 1
35 77 0.52 1413 1
35 78 -0.72 1414 1
35 79 -0.98 1415 1
35 80 -0.42 1416 1
35 81 0.76 1417 1
35 82 -0.52 1418 1
35 83 -0.28 1419 1
35 84 0.44 1420 1
35 85 0.32 1421 1
35 86 0.8 1422 1
35 87 0.88 1423 1
35 88 0.54 1424 1
35 89 0.4 1425 1
35 90 0.86 1426 1
35 91 0.02 1427 1
35 92 -0.12 1428 1
35 93 -0.36 1429 1
35 94 -0.14 1430 1
35 95 0.24 1431 1
35 96 -0.32 1432 1
35 97 -0.86 1433 1
35 98 -0.88 1434 1
35 99 0.48 1435 1
35 100 -0.72 1436 1
35 101 0.14 1437 1
35 102 -0.58 1438 1
35 103 -0.22 1439 1
36 64 -0.36 1440 1
36 65 0.72 1441 1
36 66 -0.96 1442 1
36 67 -0.66 1443 1
36 68 -0.56 1444 1
36 69 0.64 1445 1
36 70 -0.38 1446 1
36 71 -0.28 1447 1
36 72 0.0800000000000001 1448 1
36 73 -0.0600000000000001 1449 1
36 74 0.38 1450 1
36 75 -0.24 1451 1
36 76 -0.98 1452 1
36 77 0.64 1453 1
36 78 -0.62 1454 1
36 79 -0.8 1455 1
36 80 -0.32 1456 1
36 81 0.36 1457 1
36 82 0.68 1458 1
36 83 0.14 1459 1
36 84 0.82 1460 1
36 85 0.92 1461 1
36 86 0.34 1462 1
36 87 -0.64 1463 1
36 88 0.44 1464 1
36 89 -0.2 1465 1
36 90 -0.04 1466 1
36 91 -0.16 1467 1
36 92 0.82 1468 1
36 93 0.9 1469 1
36 94 0.98 1470 1
36 95 0.62 1471 1
36 96 -0.94 1472 1
36 97 0.0 1473 1
36 98 -0.28 1474 1
36 99 0.96 1475 1
36 100 0.36 1476 1
36 101 0.94 1477 1
36 102 0.86 1478 1
36 103 -0.62 1479 1
37 64 -0.86 1480 1
37 65 0.22 1481 1
37 66 0.44 1482 1
37 67 0.74 1483 1
37 68 0.72 1484 1
37 69 0.12 1485 1
37 70 -0.5 1486 1
37 71 0.04 1487 1
37 72 -0.68 1488 1
37 73 0.76 1489 1
37 74 -0.54 1490 1
37 75 0.18 1491 1
37 76 0.98 1492 1
37 77 0.96 1493 1
37 78 0.5 1494 1
37 79 -0.84 1495 1
37 80 -0.48 1496 1
37 81 -0.16 1497 1
37 82 0.42 1498 1
37 83 -0.82 1499 1
37 84 0.74 1500 1
37 85 -0.32 1501 1
37 86 -0.56 1502 1
37 87 0.48 1503 1
37 88 -0.64 1504 1
37 89 -0.78 1505 1
37 90 -0.3 1506 1
37 91 -0.72 1507 1
37 92 -0.24 1508 1
37 93 0.36 1509 1
37 94 -0.76 1510 1
37 95 -0.6 1511 1
37 96 -0.7 1512 1
37 97 0.0600000000000001 1513 1
37 98 0.88 1514 1
37 99 -0.82 1515 1
37 100 -0.58 1516 1
37 101 -0.6 1517 1
37 102 0.8 1518 1
37 103 0.62 1519 1
38 64 0.34 1520 1
38 65 0.48 1521 1
38 66 -0.4 1522 1
38 67 0.14 1523 1
38 68 -0.36 1524 1
38 69 0.26 1525 1
38 70 0.2 1526 1
38 71 0.34 1527 1
38 72 -0.2 1528 1
38 73 0.22 1529 1
38 74 -0.22 1530 1
38 75 0.42 1531 1
38 76 -1.0 1532 1
38 77 -0.6 1533 1
38 78 -0.52 1534 1
38 79 -0.42 1535 1
38 80 0.38 1536 1
38 81 0.86 1537 1
38 82 0.1 1538 1
38 83 0.64 1539 1
38 84 -0.54 1540 1
38 85 0.96 1541 1
38 86 0.76 1542 1
38 87 0.66 1543 1
38 88 0.78 1544 1
38 89 0.12 1545 1
38 90 -0.84 1546 1
38 91 0.32 1547 1
38 92 -0.58 1548 1
38 93 0.88 1549 1
38 94 0.74 1550 1
38 95 -0.96 1551 1
38 96 -0.46 1552 1
38 97 -0.46 1553 1
38 98 -0.58 1554 1
38 99 0.48 1555 1
38 100 0.54 1556 1
38 101 0.18 1557 1
38 102 -0.94 1558 1
38 103 0.16 1559 1
39 64 0.4 1560 1
39 65 -1.0 1561 1
39 66 -0.2 1562 1
39 67 -0.3 1563 1
39 68 0.96 1564 1
39 69 -0.62 1565 1
39 70 0.52 1566 1
39 71 0.32 1567 1
39 72 -0.5 1568 1
39 73 0.72 1569 1
39 74 -0.66 1570 1
39 75 0.92 1571 1
39 76 0.18 1572 1
39 77 -0.82 1573 1
39 78 -0.68 1574 1
39 79 -0.02 1575 1
39 80 0.92 1576 1
39 81 -0.54 1577 1
39 82 0.3 1578 1
39 83 0.42 1579 1
39 84 0.34 1580 1
39 85 -0.26 1581 1
39 86 0.32 1582 1
39 87 0.0800000000000001 1583 1
39 88 0.42 1584 1
39 89 -0.88 1585 1
39 90 -0.64 1586 1
39 91 -0.76 1587 1
39 92 0.66 1588 1
39 93 0.38 1589 1
39 94 -0.78 1590 1
39 95 -0.64 1591 1
39 96 0.62 1592 1
39 97 0.58 1593 1
39 98 -0.18 1594 1
39 99 -0.14 1595 1
39 100 -0.24 1596 1
39 101 0.98 1597 1
39 102 0.7 1598 1
39 103 0.62 1599 1
40 64 0.94 1600 1
40 65 0.6 1601 1
40 66 0.46 1602 1
40 67 0.34 1603 1
40 68 0.54 1604 1
40 69 0.44 1605 1
40 70 0.4 1606 1
40 71 0.74 1607 1
40 72 0.92 1608 1
40 73 0.72 1609 1
40 74 -0.7 1610 1
40 75 -0.88 1611 1
40 76 0.72 1612 1
40 77 0.7 1613 1
40 78 -0.5 1614 1
40 79 -0.32 1615 1
40 80 -0.36 1616 1
40 81 -0.9 1617 1
40 82 0.14 1618 1
40 83 0.88 1619 1
40 84 -0.68 1620 1
40 85 0.92 1621 1
40 86 -0.64 1622 1
40 87 0.66 1623 1
40 88 -0.3 1624 1
40 89 -0.5 1625 1
40 90 0.72 1626 1
40 91 -0.22 1627 1
40 92 -0.08 1628 1
40 93 -0.12 1629 1
40 94 -0.04 1630 1
40 95 0.4 1631 1
40 96 -0.18 1632 1
40 97 0.68 1633 1
40 98 0.74 1634 1
40 99 -0.04 1635 1
40 100 0.14 1636 1
40 101 -0.38 1637 1
40 102 0.18 1638 1
40 103 -0.42 1639 1
41 64 -0.38 1640 1
41 65 0.98 1641 1
41 66 -0.42 1642 1
41 67 -0.84 1643 1
41 68 -0.24 1644 1
41 69 -0.34 1645 1
41 70 -0.78 1646 1
41 71 -0.34 1647 1
41 72 0.7 1648 1
41 73 0.04 1649 1
41 74 0.48 1650 1
41 75 0.82 1651 1
41 76 0.26 1652 1
41 77 -0.08 1653 1
41 78 0.18 1654 1
41 79 -0.2 1655 1
41 80 0.3 1656 1
41 81 -0.3 1657 1
41 82 0.7 1658 1
41 83 -0.26 1659 1
41 84 0.44 1660 1
41 85 -0.4 1661 1
41 86 0.22 1662 1
41 87 -0.0600000000000001 1663 1
41 88 0.0600000000000001 1664 1
41 89 -0.14 1665 1
41 90 -0.84 1666 1
41 91 0.24 1667 1
41 92 -0.56 1668 1
41 93 -0.72 1669 1
41 94 -0.24 1670 1
41 95 -0.66 1671 1
41 96 0.58 1672 1
41 97 -0.3 1673 1
41 98 -0.7 1674 1
41 99 -0.12 1675 1
41 100 0.48 1676 1
41 101 0.42 1677 1
41 102 -0.46 1678 1
41 103 -0.44 1679 1
42 64 0.26 1680 1
42 65 0.64 1681 1
42 66 -1.0 1682 1
42 67 -0.28 1683 1
42 68 0.7 1684 1
42 69 -0.14 1685 1
42 70 -0.68 1686 1
42 71 0.42 1687 1
42 72 0.98 1688 1
42 73 0.86 1689 1
42 74 -1.0 1690 1
42 75 -0.16 1691 1
42 76 0.68 1692 1
42 77 0.98 1693 1
42 78 -0.44 1694 1
42 79 -0.86 1695 1
42 80 -0.48 1696 1
42 81 -0.6 1697 1
42 82 -0.44 1698 1
42 83 -0.46 1699 1
42 84 0.38 1700 1
42 85 0.1 1701 1
42 86 0.5 1702 1
42 87 -0.34 1703 1
42 88 -0.0600000000000001 1704 1
42 89 -0.88 1705 1
42 90 -0.02 1706 1
42 91 0.32 1707 1
42 92 -0.44 1708 1
42 93 -1.0 1709 1
42 94 0.9 1710 1
42 95 -0.72 1711 1
42 96 0.94 1712 1
42 97 0.0800000000000001 1713 1
42 98 -0.64 1714 1
42 99 -0.98 1715 1
42 100 -0.5 1716 1
42 101 0.96 1717 1
42 102 -0.2 1718 1
42 103 0.1 1719 1
43 64 -0.4 1720 1
43 65 0.58 1721 1
43 66 0.18 1722 1
43 67 -0.58 1723 1
43 68 -0.78 1724 1
43 69 0.04 1725 1
43 70 -0.54 1726 1
43 71 0.6 1727 1
43 72 -0.84 1728 1
43 73 -0.02 1729 1
43 74 -0.32 1730 1
43 75 -0.76 1731 1
43 76 0.9 1732 1
43 77 -0.78 1733 1
43 78 -0.46 1734 1
43 79 -0.76 1735 1
43 80 0.26 1736 1
43 81 0.72 1737 1
43 82 0.44 1738 1
43 83 0.34 1739 1
43 84 0.16 1740 1
43 85 0.46 1741 1
43 86 0.0800000000000001 1742 1
43 87 0.24 1743 1
43 88 -0.88 1744 1
43 89 0.34 1745 1
43 90 0.38 1746 1
43 91 0.24 1747 1
43 92 0.46 1748 1
43 93 -0.62 1749 1
43 94 0.26 1750 1
43 95 0.64 1751 1
43 96 -0.84 1752 1
43 97 0.88 1753 1
43 98 0.46 1754 1
43 99 -0.22 1755 1
43 100 0.32 1756 1
43 101 0.28 1757 1
43 102 -0.58 1758 1
43 103 -0.76 1759 1
44 64 -0.72 1760 1
44 65 0.66 1761 1
44 66 0.7 1762 1
44 67 -0.48 1763 1
44 68 -0.94 1764 1
44 69 -0.18 1765 1
44 70 0.9 1766 1
44 71 0.38 1767 1
44 72 -0.68 1768 1
44 73 -0.9 1769 1
44 74 -0.68 1770 1
44 75 0.12 1771 1
44 76 0.2 1772 1
44 77 -0.94 1773 1
44 78 0.94 1774 1
44 79 0.28 1775 1
44 80 -0.64 1776 1
44 81 -0.56 1777 1
44 82 0.46 1778 1
44 83 0.88 1779 1
44 84 0.54 1780 1
44 85 0.28 1781 1
44 86 -0.24 1782 1
44 87 0.0600000000000001 1783 1
44 88 0.14 1784 1
44 89 0.22 1785 1
44 90 0.82 1786 1
44 91 -0.92 1787 1
44 92 0.32 1788 1
44 93 -0.1 1789 1
44 94 0.26 1790 1
44 95 0.98 1791 1
44 96 0.0600000000000001 1792 1
44 97 0.32 1793 1
44 98 0.68 1794 1
44 99 0.56 1795 1
44 100 -0.4 1796 1
44 101 -0.54 1797 1
44 102 -1.0 1798 1
44 103 -0.74 1799 1
45 64 -0.08 1800 1
45 65 -0.38 1801 1
45 66 -0.12 1802 1
45 67 0.68 1803 1
45 68 -0.38 1804 1
45 69 -0.26 1805 1
45 70 0.0600000000000001 1806 1
45 71 0.12 1807 1
45 72 0.04 1808 1
45 73 0.78 1809 1
45 74 -0.72 1810 1
45 75 0.56 1811 1
45 76 0.0800000000000001 1812 1
45 77 0.0800000000000001 1813 1
45 78 -0.44 1814 1
45 79 0.0600000000000001 1815 1
45 80 0.82 1816 1
45 81 -0.46 1817 1
45 82 -0.82 1818 1
45 83 -0.7 1819 1
45 84 0.68 1820 1
45 85 0.54 1821 1
45 86 -0.44 1822 1
45 87 0.9 1823 1
45 88 -0.46 1824 1
45 89 -0.38 1825 1
45 90 -0.24 1826 1
45 91 0.9 1827 1
45 92 0.4 1828 1
45 93 0.46 1829 1
45 94 0.68 1830 1
45 95 0.32 1831 1
45 96 0.96 1832 1
45 97 0.14 1833 1
45 98 0.72 1834 1
45 99 0.24 1835 1
45 100 0.38 1836 1
45 101 -0.26 1837 1
45 102 -0.84 1838 1
45 103 -0.6 1839 1
46 64 0.1 1840 1
46 65 0.92 1841 1
46 66 -0.82 1842 1
46 67 0.38 1843 1
46 68 0.58 1844 1
46 69 -0.28 1845 1
46 70 -0.88 1846 1
46 71 0.56 1847 1
46 72 0.72 1848 1
46 73 0.34 1849 1
46 74 -0.94 1850 1
46 75 -0.5 1851 1
46 76 -0.64 1852 1
46 77 0.92 1853 1
46 78 0.82 1854 1
46 79 -0.02 1855 1
46 80 -0.44 1856 1
46 81 -0.2 1857 1
46 82 0.04 1858 1
46 83 0.78 1859 1
46 84 0.16 1860 1
46 85 0.28 1861 1
46 86 -0.84 1862 1
46 87 0.82 1863 1
46 88 -0.04 1864 1
46 89 -0.96 1865 1
46 90 0.18 1866 1
46 91 -0.44 1867 1
46 92 -0.64 1868 1
46 93 -0.36 1869 1
46 94 -0.66 1870 1
46 95 0.88 1871 1
46 96 -0.58 1872 1
46 97 0.74 1873 1
46 98 -0.16 1874 1
46 99 0.26 1875 1
46 100 -0.4 1876 1
46 101 -0.42 1877 1
46 102 0.2 1878 1
46 103 -0.98 1879 1
47 64 0.58 1880 1
47 65 -0.58 1881 1
47 66 0.12 1882 1
47 67 0.14 1883 1
47 68 -0.54 1884 1
47 69 -0.56 1885 1
47 70 -0.68 1886 1
47 71 -0.36 1887 1
47 72 -0.68 1888 1
47 73 -0.0600000000000001 1889 1
47 74 -0.88 1890 1
47 75 0.4 1891 1
47 76 -0.8 1892 1
47 77 -0.1 1893 1
47 78 0.88 1894 1
47 79 -0.68 1895 1
47 80 -0.36 1896 1
47 81 -0.68 1897 1
47 82 0.7 1898 1
47 83 0.7 1899 1
47 84 0.04 1900 1
47 85 0.66 1901 1
47 86 -0.4 1902 1
47 87 -0.76 1903 1
47 88 -0.22 1904 1
47 89 0.4 1905 1
47 90 -0.98 1906 1
47 91 0.8 1907 1
47 92 -0.36 1908 1
47 93 -0.86 1909 1
47 94 0.66 1910 1
47 95 0.02 1911 1
47 96 0.0800000000000001 1912 1
47 97 -0.1 1913 1
47 98 -0.24 1914 1
47 99 -0.2 1915 1
47 100 0.9 1916 1
47 101 -0.54 1917 1
47 102 -0.0600000000000001 1918 1
47 103 -0.5 1919 1
48 64 -0.2 1920 1
48 65 0.0 1921 1
48 66 -0.02 1922 1
48 67 0.32 1923 1
48 68 0.28 1924 1
48 69 0.96 1925 1
48 70 0.96 1926 1
48 71 0.92 1927 1
48 72 0.18 1928 1
48 73 -0.94 1929 1
48 74 0.02 1930 1
48 75 0.26 1931 1
48 76 -0.88 1932 1
48 77 0.82 1933 1
48 78 -0.02 1934 1
48 79 0.18 1935 1
48 80 -0.44 1936 1
48 81 0.54 1937 1
48 82 -0.32 1938 1
48 83 0.24 1939 1
48 84 0.44 1940 1
48 85 0.64 1941 1
48 86 0.5 1942 1
48 87 0.04 1943 1
48 88 0.0 1944 1
48 89 -0.74 1945 1
48 90 -0.3 1946 1
48 91 0.92 1947 1
48 92 0.98 1948 1
48 93 -0.74 1949 1
48 94 0.46 1950 1
48 95 0.5 1951 1
48 96 0.0600000000000001 1952 1
48 97 -0.18 1953 1
48 98 0.14 1954 1
48 99 0.76 1955 1
48 100 0.5 1956 1
48 101 0.42 1957 1
48 102 -0.18 1958 1
48 103 -0.28 1959 1
49 64 -0.1 1960 1
49 65 0.4 1961 1
49 66 -0.26 1962 1
49 67 0.74 1963 1
49 68 -0.24 1964 1
49 69 0.18 1965 1
49 70 0.32 1966 1
49 71 0.56 1967 1
49 72 -0.22 1968 1
49 73 0.52 1969 1
49 74 0.12 1970 1
49 75 0.9 1971 1
49 76 -0.52 1972 1
49 77 -0.44 1973 1
49 78 0.32 1974 1
49 79 0.82 1975 1
49 80 0.2 1976 1
49 81 -0.84 1977 1
49 82 -0.2 1978 1
49 83 -0.16 1979 1
49 84 0.96 1980 1
49 85 -0.16 1981 1
49 86 -0.4 1982 1
49 87 -0.92 1983 1
49 88 0.56 1984 1
49 89 0.56 1985 1
49 90 0.56 1986 1
49 91 -0.72 1987 1
49 92 0.28 1988 1
49 93 -0.46 1989 1
49 94 0.32 1990 1
49 95 0.46 1991 1
49 96 -0.14 1992 1
49 97 0.12 1993 1
49 98 0.3 1994 1
49 99 -0.5 1995 1
49 100 0.96 1996 1
49 101 0.36 1997 1
49 102 -0.32 1998 1
49 103 0.92 1999 1
50 64 0.84 2000 1
50 65 0.58 2001 1
50 66 0.42 2002 1
50 67 -0.38 2003 1
50 68 -0.48 2004 1
50 69 0.18 2005 1
50 70 -0.78 2006 1
50 71 -0.7 2007 1
50 72 0.84 2008 1
50 73 -0.84 2009 1
50 74 0.0600000000000001 2010 1
50 75 0.92 2011 1
50 76 0.34 2012 1
50 77 -0.48 2013 1
50 78 0.22 2014 1
50 79 0.98 2015 1
50 80 0.32 2016 1
50 81 0.56 2017 1
50 82 -0.88 2018 1
50 83 -0.92 2019 1
50 84 0.4 2020 1
50 85 -0.48 2021 1
50 86 0.34 2022 1
50 87 -0.5 2023 1
50 88 0.48 2024 1
50 89 -0.48 2025 1
50 90 0.98 2026 1
50 91 -0.84 2027 1
50 92 -0.36 2028 1
50 93 -0.32 2029 1
50 94 -0.02 2030 1
50 95 -0.44 2031 1
50 96 0.02 2032 1
50 97 0.2 2033 1
50 98 -0.4 2034 1
50 99 0.72 2035 1
50 100 -0.76 2036 1
50 101 0.68 2037 1
50 102 0.34 2038 1
50 103 -0.34 2039 1
51 64 0.14 2040 1
51 65 0.74 2041 1
51 66 -0.72 2042 1
51 67 0.2 2043 1
51 68 -0.68 2044 1
51 69 0.0600000000000001 2045 1
51 70 0.1 2046 1
51 71 -0.22 2047 1
51 72 -0.9 2048 1
51 73 0.54 2049 1
51 74 -0.5 2050 1
51 75 -0.02 2051 1
51 76 0.42 2052 1
51 77 -0.44 2053 1
51 78 0.38 2054 1
51 79 -0.82 2055 1
51 80 0.26 2056 1
51 81 0.26 2057 1
51 82 0.62 2058 1
51 83 0.42 2059 1
51 84 0.44 2060 1
51 85 0.48 2061 1
51 86 -0.96 2062 1
51 87 0.86 2063 1
51 88 -0.18 2064 1
51 89 -0.9 2065 1
51 90 0.18 2066 1
51 91 -0.04 2067 1
51 92 -0.88 2068 1
51 93 0.46 2069 1
51 94 -0.46 2070 1
51 95 -0.14 2071 1
51 96 -0.08 2072 1
51 97 0.98 2073 1
51 98 -0.24 2074 1
51 99 0.16 2075 1
51 100 0.36 2076 1
51 101 0.7 2077 1
51 102 0.16 2078 1
51 103 0.24 2079 1
52 64 0.2 2080 1
52 65 0.2 2081 1
52 66 0.72 2082 1
52 67 -0.64 2083 1
52 68 0.92 2084 1
52 69 -1.0 2085 1
52 70 -0.26 2086 1
52 71 -0.52 2087 1
52 72 -0.88 2088 1
52 73 0.46 2089 1
52 74 0.16 2090 1
52 75 -0.32 2091 1
52 76 -0.44 2092 1
52 77 -0.86 2093 1
52 78 -0.58 2094 1
52 79 0.64 2095 1
52 80 -0.12 2096 1
52 81 -0.74 2097 1
52 82 0.28 2098 1
52 83 0.46 2099 1
52 84 0.48 2100 1
52 85 -0.96 2101 1
52 86 -0.6 2102 1
52 87 -0.52 2103 1
52 88 -0.14 2104 1
52 89 0.04 2105 1
52 90 -0.2 2106 1
52 91 -0.3 2107 1
52 92 -0.6 2108 1
52 93 -1.0 2109 1
52 94 -0.58 2110 1
52 95 -0.96 2111 1
52 96 -0.64 2112 1
52 97 0.64 2113 1
52 98 -0.5 2114 1
52 99 -0.6 2115 1
52 100 0.8 2116 1
52 101 -1.0 2117 1
52 102 0.9 2118 1
52 103 -0.46 2119 1
53 64 0.84 2120 1
53 65 -0.32 2121 1
53 66 -0.74 2122 1
53 67 0.98 2123 1
53 68 -0.86 2124 1
53 69 -0.48 2125 1
53 70 0.12 2126 1
